p,d,n,n_unique,pattern
3582,512,1,1,['1/7']
3583,512,1,1,['1/7']
3584,512,1,1,['1/7']
3585,513,1,1,['1/7']
3586,513,1,1,['1/7']
3587,513,1,1,['1/7']
3588,513,1,1,['1/7']
3589,513,1,1,['1/7']
3590,513,1,1,['1/7']
3591,513,1,1,['1/7']
3592,514,1,1,['1/7']
3593,514,1,1,['1/7']
3594,514,1,1,['1/7']
3595,514,1,1,['1/7']
3596,514,1,1,['1/7']
3597,514,1,1,['1/7']
3598,514,1,1,['1/7']
3599,515,1,1,['1/7']
3600,515,1,1,['1/7']
3601,515,1,1,['1/7']
3602,515,1,1,['1/7']
3603,515,1,1,['1/7']
3604,515,1,1,['1/7']
3605,515,1,1,['1/7']
3606,516,1,1,['1/7']
3607,516,1,1,['1/7']
3608,516,1,1,['1/7']
3609,516,1,1,['1/7']
3610,516,1,1,['1/7']
3611,516,1,1,['1/7']
3612,516,1,1,['1/7']
3613,517,1,1,['1/7']
3614,517,1,1,['1/7']
3615,517,1,1,['1/7']
3616,517,1,1,['1/7']
3617,517,1,1,['1/7']
3618,517,1,1,['1/7']
3619,517,1,1,['1/7']
3620,518,1,1,['1/7']
3621,518,1,1,['1/7']
3622,518,1,1,['1/7']
3623,518,1,1,['1/7']
3624,518,1,1,['1/7']
3625,518,1,1,['1/7']
3626,518,1,1,['1/7']
3627,519,1,1,['1/7']
3628,519,1,1,['1/7']
3629,519,1,1,['1/7']
3630,519,1,1,['1/7']
3631,519,1,1,['1/7']
3632,519,1,1,['1/7']
3633,519,1,1,['1/7']
3634,520,1,1,['1/7']
3635,520,1,1,['1/7']
3636,520,1,1,['1/7']
3637,520,1,1,['1/7']
3638,520,1,1,['1/7']
3639,520,1,1,['1/7']
3640,520,1,1,['1/7']
3641,521,1,1,['1/7']
3642,521,1,1,['1/7']
3643,521,1,1,['1/7']
3644,521,1,1,['1/7']
3645,521,1,1,['1/7']
3646,521,1,1,['1/7']
3647,521,1,1,['1/7']
3648,522,1,1,['1/7']
3649,522,1,1,['1/7']
3650,522,1,1,['1/7']
3651,522,1,1,['1/7']
3652,522,1,1,['1/7']
3653,522,1,1,['1/7']
3654,522,1,1,['1/7']
3655,523,1,1,['1/7']
3656,523,1,1,['1/7']
3657,523,1,1,['1/7']
3658,523,1,1,['1/7']
3659,523,1,1,['1/7']
3660,523,1,1,['1/7']
3661,523,1,1,['1/7']
3662,524,1,1,['1/7']
3663,524,1,1,['1/7']
3664,524,1,1,['1/7']
3665,524,1,1,['1/7']
3666,524,1,1,['1/7']
3667,524,1,1,['1/7']
3668,524,1,1,['1/7']
3669,525,1,1,['1/7']
3670,525,1,1,['1/7']
3671,525,1,1,['1/7']
3672,525,1,1,['1/7']
3673,525,1,1,['1/7']
3674,525,1,1,['1/7']
3675,525,1,1,['1/7']
3676,493,2,2,"['1/8', '1/7']"
3677,493,2,2,"['1/8', '1/7']"
3678,493,2,2,"['1/8', '1/7']"
3679,493,2,2,"['1/8', '1/7']"
3680,493,2,2,"['1/8', '1/7']"
3681,493,2,2,"['1/8', '1/7']"
3682,494,2,2,"['1/8', '1/7']"
3683,494,2,2,"['1/8', '1/7']"
3684,495,2,2,"['1/8', '1/7']"
3685,495,2,2,"['1/8', '1/7']"
3686,495,2,2,"['1/8', '1/7']"
3687,495,2,2,"['1/8', '1/7']"
3688,495,2,2,"['1/8', '1/7']"
3689,495,2,2,"['1/8', '1/7']"
3690,495,2,2,"['1/8', '1/7']"
3691,495,2,2,"['1/8', '1/7']"
3692,495,2,2,"['1/8', '1/7']"
3693,495,2,2,"['1/8', '1/7']"
3694,495,2,2,"['1/8', '1/7']"
3695,495,2,2,"['1/8', '1/7']"
3696,495,2,2,"['1/8', '1/7']"
3697,495,2,2,"['1/8', '1/7']"
3698,497,2,2,"['1/8', '1/7']"
3699,497,2,2,"['1/8', '1/7']"
3700,497,2,2,"['1/8', '1/7']"
3701,497,2,2,"['1/8', '1/7']"
3702,497,2,2,"['1/8', '1/7']"
3703,497,2,2,"['1/8', '1/7']"
3704,497,2,2,"['1/8', '1/7']"
3705,497,2,2,"['1/8', '1/7']"
3706,497,2,2,"['1/8', '1/7']"
3707,497,2,2,"['1/8', '1/7']"
3708,497,2,2,"['1/8', '1/7']"
3709,497,2,2,"['1/8', '1/7']"
3710,497,2,2,"['1/8', '1/7']"
3711,497,2,2,"['1/8', '1/7']"
3712,498,2,2,"['1/8', '1/7']"
3713,498,2,2,"['1/8', '1/7']"
3714,499,2,2,"['1/8', '1/7']"
3715,499,2,2,"['1/8', '1/7']"
3716,499,2,2,"['1/8', '1/7']"
3717,499,2,2,"['1/8', '1/7']"
3718,499,2,2,"['1/8', '1/7']"
3719,499,2,2,"['1/8', '1/7']"
3720,499,2,2,"['1/8', '1/7']"
3721,499,2,2,"['1/8', '1/7']"
3722,499,2,2,"['1/8', '1/7']"
3723,499,2,2,"['1/8', '1/7']"
3724,499,2,2,"['1/8', '1/7']"
3725,499,2,2,"['1/8', '1/7']"
3726,500,2,2,"['1/8', '1/7']"
3727,500,2,2,"['1/8', '1/7']"
3728,500,2,2,"['1/8', '1/7']"
3729,500,2,2,"['1/8', '1/7']"
3730,501,2,2,"['1/8', '1/7']"
3731,501,2,2,"['1/8', '1/7']"
3732,501,2,2,"['1/8', '1/7']"
3733,501,2,2,"['1/8', '1/7']"
3734,501,2,2,"['1/8', '1/7']"
3735,501,2,2,"['1/8', '1/7']"
3736,501,2,2,"['1/8', '1/7']"
3737,501,2,2,"['1/8', '1/7']"
3738,501,2,2,"['1/8', '1/7']"
3739,501,2,2,"['1/8', '1/7']"
3740,502,2,2,"['1/8', '1/7']"
3741,502,2,2,"['1/8', '1/7']"
3742,502,2,2,"['1/8', '1/7']"
3743,502,2,2,"['1/8', '1/7']"
3744,502,2,2,"['1/8', '1/7']"
3745,502,2,2,"['1/8', '1/7']"
3746,503,2,2,"['1/8', '1/7']"
3747,503,2,2,"['1/8', '1/7']"
3748,503,2,2,"['1/8', '1/7']"
3749,503,2,2,"['1/8', '1/7']"
3750,503,2,2,"['1/8', '1/7']"
3751,503,2,2,"['1/8', '1/7']"
3752,503,2,2,"['1/8', '1/7']"
3753,503,2,2,"['1/8', '1/7']"
3754,504,2,2,"['1/8', '1/7']"
3755,504,2,2,"['1/8', '1/7']"
3756,504,2,2,"['1/8', '1/7']"
3757,504,2,2,"['1/8', '1/7']"
3758,504,2,2,"['1/8', '1/7']"
3759,504,2,2,"['1/8', '1/7']"
3760,504,2,2,"['1/8', '1/7']"
3761,504,2,2,"['1/8', '1/7']"
3762,505,2,2,"['1/8', '1/7']"
3763,505,2,2,"['1/8', '1/7']"
3764,505,2,2,"['1/8', '1/7']"
3765,505,2,2,"['1/8', '1/7']"
3766,505,2,2,"['1/8', '1/7']"
3767,505,2,2,"['1/8', '1/7']"
3768,480,2,2,"['1/9', '1/7']"
3769,480,2,2,"['1/9', '1/7']"
3770,480,2,2,"['1/9', '1/7']"
3771,480,2,2,"['1/9', '1/7']"
3772,480,2,2,"['1/9', '1/7']"
3773,480,2,2,"['1/9', '1/7']"
3774,480,2,2,"['1/9', '1/7']"
3775,480,2,2,"['1/9', '1/7']"
3776,480,2,2,"['1/9', '1/7']"
3777,480,2,2,"['1/9', '1/7']"
3778,480,2,2,"['1/9', '1/7']"
3779,480,2,2,"['1/9', '1/7']"
3780,480,2,2,"['1/9', '1/7']"
3781,480,2,2,"['1/9', '1/7']"
3782,482,2,2,"['1/9', '1/7']"
3783,482,2,2,"['1/9', '1/7']"
3784,482,2,2,"['1/9', '1/7']"
3785,482,2,2,"['1/9', '1/7']"
3786,482,2,2,"['1/9', '1/7']"
3787,482,2,2,"['1/9', '1/7']"
3788,482,2,2,"['1/9', '1/7']"
3789,482,2,2,"['1/9', '1/7']"
3790,482,2,2,"['1/9', '1/7']"
3791,482,2,2,"['1/9', '1/7']"
3792,482,2,2,"['1/9', '1/7']"
3793,482,2,2,"['1/9', '1/7']"
3794,482,2,2,"['1/9', '1/7']"
3795,482,2,2,"['1/9', '1/7']"
3796,483,2,2,"['1/9', '1/7']"
3797,483,2,2,"['1/9', '1/7']"
3798,483,2,2,"['1/9', '1/7']"
3799,483,2,2,"['1/9', '1/7']"
3800,484,2,2,"['1/9', '1/7']"
3801,484,2,2,"['1/9', '1/7']"
3802,484,2,2,"['1/9', '1/7']"
3803,484,2,2,"['1/9', '1/7']"
3804,484,2,2,"['1/9', '1/7']"
3805,484,2,2,"['1/9', '1/7']"
3806,484,2,2,"['1/9', '1/7']"
3807,484,2,2,"['1/9', '1/7']"
3808,484,2,2,"['1/9', '1/7']"
3809,484,2,2,"['1/9', '1/7']"
3810,485,2,2,"['1/9', '1/7']"
3811,485,2,2,"['1/9', '1/7']"
3812,485,2,2,"['1/9', '1/7']"
3813,485,2,2,"['1/9', '1/7']"
3814,485,2,2,"['1/9', '1/7']"
3815,485,2,2,"['1/9', '1/7']"
3816,485,2,2,"['1/9', '1/7']"
3817,485,2,2,"['1/9', '1/7']"
3818,486,2,2,"['1/9', '1/7']"
3819,486,2,2,"['1/9', '1/7']"
3820,486,2,2,"['1/9', '1/7']"
3821,486,2,2,"['1/9', '1/7']"
3822,486,2,2,"['1/9', '1/7']"
3823,486,2,2,"['1/9', '1/7']"
3824,487,2,2,"['1/9', '1/7']"
3825,487,2,2,"['1/9', '1/7']"
3826,487,2,2,"['1/9', '1/7']"
3827,487,2,2,"['1/9', '1/7']"
3828,487,2,2,"['1/9', '1/7']"
3829,487,2,2,"['1/9', '1/7']"
3830,487,2,2,"['1/9', '1/7']"
3831,487,2,2,"['1/9', '1/7']"
3832,487,2,2,"['1/9', '1/7']"
3833,480,1,1,['1/8']
3834,480,1,1,['1/8']
3835,480,1,1,['1/8']
3836,480,1,1,['1/8']
3837,480,1,1,['1/8']
3838,480,1,1,['1/8']
3839,480,1,1,['1/8']
3840,480,1,1,['1/8']
3841,481,1,1,['1/8']
3842,481,1,1,['1/8']
3843,481,1,1,['1/8']
3844,481,1,1,['1/8']
3845,481,1,1,['1/8']
3846,481,1,1,['1/8']
3847,481,1,1,['1/8']
3848,481,1,1,['1/8']
3849,482,1,1,['1/8']
3850,482,1,1,['1/8']
3851,482,1,1,['1/8']
3852,482,1,1,['1/8']
3853,482,1,1,['1/8']
3854,482,1,1,['1/8']
3855,482,1,1,['1/8']
3856,482,1,1,['1/8']
3857,483,1,1,['1/8']
3858,483,1,1,['1/8']
3859,483,1,1,['1/8']
3860,483,1,1,['1/8']
3861,483,1,1,['1/8']
3862,483,1,1,['1/8']
3863,483,1,1,['1/8']
3864,483,1,1,['1/8']
3865,484,1,1,['1/8']
3866,484,1,1,['1/8']
3867,484,1,1,['1/8']
3868,484,1,1,['1/8']
3869,484,1,1,['1/8']
3870,484,1,1,['1/8']
3871,484,1,1,['1/8']
3872,484,1,1,['1/8']
3873,485,1,1,['1/8']
3874,485,1,1,['1/8']
3875,485,1,1,['1/8']
3876,485,1,1,['1/8']
3877,485,1,1,['1/8']
3878,485,1,1,['1/8']
3879,485,1,1,['1/8']
3880,485,1,1,['1/8']
3881,486,1,1,['1/8']
3882,486,1,1,['1/8']
3883,486,1,1,['1/8']
3884,486,1,1,['1/8']
3885,486,1,1,['1/8']
3886,486,1,1,['1/8']
3887,486,1,1,['1/8']
3888,486,1,1,['1/8']
3889,487,1,1,['1/8']
3890,487,1,1,['1/8']
3891,487,1,1,['1/8']
3892,487,1,1,['1/8']
3893,487,1,1,['1/8']
3894,487,1,1,['1/8']
3895,487,1,1,['1/8']
3896,487,1,1,['1/8']
3897,488,1,1,['1/8']
3898,488,1,1,['1/8']
3899,488,1,1,['1/8']
3900,488,1,1,['1/8']
3901,488,1,1,['1/8']
3902,488,1,1,['1/8']
3903,488,1,1,['1/8']
3904,488,1,1,['1/8']
3905,489,1,1,['1/8']
3906,489,1,1,['1/8']
3907,489,1,1,['1/8']
3908,489,1,1,['1/8']
3909,489,1,1,['1/8']
3910,489,1,1,['1/8']
3911,489,1,1,['1/8']
3912,489,1,1,['1/8']
3913,490,1,1,['1/8']
3914,490,1,1,['1/8']
3915,490,1,1,['1/8']
3916,490,1,1,['1/8']
3917,490,1,1,['1/8']
3918,490,1,1,['1/8']
3919,490,1,1,['1/8']
3920,490,1,1,['1/8']
3921,491,1,1,['1/8']
3922,491,1,1,['1/8']
3923,491,1,1,['1/8']
3924,491,1,1,['1/8']
3925,491,1,1,['1/8']
3926,491,1,1,['1/8']
3927,491,1,1,['1/8']
3928,491,1,1,['1/8']
3929,492,1,1,['1/8']
3930,492,1,1,['1/8']
3931,492,1,1,['1/8']
3932,492,1,1,['1/8']
3933,492,1,1,['1/8']
3934,492,1,1,['1/8']
3935,492,1,1,['1/8']
3936,492,1,1,['1/8']
3937,493,1,1,['1/8']
3938,493,1,1,['1/8']
3939,493,1,1,['1/8']
3940,493,1,1,['1/8']
3941,493,1,1,['1/8']
3942,493,1,1,['1/8']
3943,493,1,1,['1/8']
3944,493,1,1,['1/8']
3945,494,1,1,['1/8']
3946,494,1,1,['1/8']
3947,494,1,1,['1/8']
3948,494,1,1,['1/8']
3949,494,1,1,['1/8']
3950,494,1,1,['1/8']
3951,494,1,1,['1/8']
3952,494,1,1,['1/8']
3953,495,1,1,['1/8']
3954,495,1,1,['1/8']
3955,495,1,1,['1/8']
3956,495,1,1,['1/8']
3957,495,1,1,['1/8']
3958,495,1,1,['1/8']
3959,495,1,1,['1/8']
3960,495,1,1,['1/8']
3961,496,1,1,['1/8']
3962,496,1,1,['1/8']
3963,496,1,1,['1/8']
3964,496,1,1,['1/8']
3965,496,1,1,['1/8']
3966,496,1,1,['1/8']
3967,496,1,1,['1/8']
3968,496,1,1,['1/8']
3969,497,1,1,['1/8']
3970,497,1,1,['1/8']
3971,497,1,1,['1/8']
3972,497,1,1,['1/8']
3973,497,1,1,['1/8']
3974,497,1,1,['1/8']
3975,497,1,1,['1/8']
3976,497,1,1,['1/8']
3977,498,1,1,['1/8']
3978,498,1,1,['1/8']
3979,498,1,1,['1/8']
3980,498,1,1,['1/8']
3981,498,1,1,['1/8']
3982,498,1,1,['1/8']
3983,498,1,1,['1/8']
3984,498,1,1,['1/8']
3985,499,1,1,['1/8']
3986,499,1,1,['1/8']
3987,499,1,1,['1/8']
3988,499,1,1,['1/8']
3989,499,1,1,['1/8']
3990,499,1,1,['1/8']
3991,499,1,1,['1/8']
3992,499,1,1,['1/8']
3993,500,1,1,['1/8']
3994,500,1,1,['1/8']
3995,500,1,1,['1/8']
3996,500,1,1,['1/8']
3997,500,1,1,['1/8']
3998,500,1,1,['1/8']
3999,500,1,1,['1/8']
4000,500,1,1,['1/8']
