p,d,n,n_unique,pattern
850,520,3,3,"['1/3', '1/2', '1']"
851,520,3,3,"['1/3', '1/2', '1']"
852,521,3,3,"['1/3', '1/2', '1']"
853,521,3,3,"['1/3', '1/2', '1']"
854,521,3,3,"['1/3', '1/2', '1']"
855,523,3,3,"['1/3', '1/2', '1']"
856,523,3,3,"['1/3', '1/2', '1']"
857,523,3,3,"['1/3', '1/2', '1']"
858,525,3,3,"['1/3', '1/2', '1']"
859,525,3,3,"['1/3', '1/2', '1']"
860,525,3,3,"['1/3', '1/2', '1']"
861,503,4,3,"['1/3', '1/2', '1/2', '1']"
862,503,4,3,"['1/3', '1/2', '1/2', '1']"
863,503,4,3,"['1/3', '1/2', '1/2', '1']"
864,480,3,2,"['1/3', '1/3', '1']"
865,480,3,2,"['1/3', '1/3', '1']"
866,480,3,2,"['1/3', '1/3', '1']"
867,483,3,2,"['1/3', '1/3', '1']"
868,483,3,2,"['1/3', '1/3', '1']"
869,483,3,2,"['1/3', '1/3', '1']"
870,484,3,2,"['1/3', '1/3', '1']"
871,484,3,2,"['1/3', '1/3', '1']"
872,484,3,2,"['1/3', '1/3', '1']"
873,485,3,2,"['1/3', '1/3', '1']"
874,485,3,2,"['1/3', '1/3', '1']"
875,485,3,2,"['1/3', '1/3', '1']"
876,488,3,2,"['1/3', '1/3', '1']"
877,488,3,2,"['1/3', '1/3', '1']"
878,488,3,2,"['1/3', '1/3', '1']"
879,489,3,2,"['1/3', '1/3', '1']"
880,489,3,2,"['1/3', '1/3', '1']"
881,489,3,2,"['1/3', '1/3', '1']"
882,490,3,2,"['1/3', '1/3', '1']"
883,490,3,2,"['1/3', '1/3', '1']"
884,490,3,2,"['1/3', '1/3', '1']"
885,493,3,2,"['1/3', '1/3', '1']"
886,493,3,2,"['1/3', '1/3', '1']"
887,493,3,2,"['1/3', '1/3', '1']"
888,494,3,2,"['1/3', '1/3', '1']"
889,494,3,2,"['1/3', '1/3', '1']"
890,494,3,2,"['1/3', '1/3', '1']"
891,495,3,2,"['1/3', '1/3', '1']"
892,495,3,2,"['1/3', '1/3', '1']"
893,495,3,2,"['1/3', '1/3', '1']"
894,498,3,2,"['1/3', '1/3', '1']"
895,498,3,2,"['1/3', '1/3', '1']"
896,498,3,2,"['1/3', '1/3', '1']"
897,499,3,2,"['1/3', '1/3', '1']"
898,499,3,2,"['1/3', '1/3', '1']"
899,499,3,2,"['1/3', '1/3', '1']"
900,500,3,2,"['1/3', '1/3', '1']"
901,500,3,2,"['1/3', '1/3', '1']"
902,500,3,2,"['1/3', '1/3', '1']"
903,503,3,2,"['1/3', '1/3', '1']"
904,503,3,2,"['1/3', '1/3', '1']"
905,503,3,2,"['1/3', '1/3', '1']"
906,504,3,2,"['1/3', '1/3', '1']"
907,504,3,2,"['1/3', '1/3', '1']"
908,504,3,2,"['1/3', '1/3', '1']"
909,505,3,2,"['1/3', '1/3', '1']"
910,505,3,2,"['1/3', '1/3', '1']"
911,505,3,2,"['1/3', '1/3', '1']"
912,508,3,2,"['1/3', '1/3', '1']"
913,508,3,2,"['1/3', '1/3', '1']"
914,508,3,2,"['1/3', '1/3', '1']"
915,509,3,2,"['1/3', '1/3', '1']"
916,509,3,2,"['1/3', '1/3', '1']"
917,509,3,2,"['1/3', '1/3', '1']"
918,510,3,2,"['1/3', '1/3', '1']"
919,510,3,2,"['1/3', '1/3', '1']"
920,510,3,2,"['1/3', '1/3', '1']"
921,513,3,2,"['1/3', '1/3', '1']"
922,513,3,2,"['1/3', '1/3', '1']"
923,513,3,2,"['1/3', '1/3', '1']"
924,514,3,2,"['1/3', '1/3', '1']"
925,514,3,2,"['1/3', '1/3', '1']"
926,514,3,2,"['1/3', '1/3', '1']"
927,515,3,2,"['1/3', '1/3', '1']"
928,515,3,2,"['1/3', '1/3', '1']"
929,515,3,2,"['1/3', '1/3', '1']"
930,518,3,2,"['1/3', '1/3', '1']"
931,518,3,2,"['1/3', '1/3', '1']"
932,518,3,2,"['1/3', '1/3', '1']"
933,519,3,2,"['1/3', '1/3', '1']"
934,519,3,2,"['1/3', '1/3', '1']"
935,519,3,2,"['1/3', '1/3', '1']"
936,520,3,2,"['1/3', '1/3', '1']"
937,520,3,2,"['1/3', '1/3', '1']"
938,520,3,2,"['1/3', '1/3', '1']"
939,523,3,2,"['1/3', '1/3', '1']"
940,523,3,2,"['1/3', '1/3', '1']"
941,523,3,2,"['1/3', '1/3', '1']"
942,524,3,2,"['1/3', '1/3', '1']"
943,524,3,2,"['1/3', '1/3', '1']"
944,524,3,2,"['1/3', '1/3', '1']"
945,525,3,2,"['1/3', '1/3', '1']"
946,525,3,2,"['1/3', '1/3', '1']"
947,525,3,2,"['1/3', '1/3', '1']"
948,514,4,3,"['1/3', '1/3', '1/2', '1']"
949,514,4,3,"['1/3', '1/3', '1/2', '1']"
950,514,4,3,"['1/3', '1/3', '1/2', '1']"
951,514,4,3,"['1/3', '1/3', '1/2', '1']"
952,517,4,3,"['1/3', '1/3', '1/2', '1']"
953,517,4,3,"['1/3', '1/3', '1/2', '1']"
954,517,4,3,"['1/3', '1/3', '1/2', '1']"
955,517,4,3,"['1/3', '1/3', '1/2', '1']"
956,519,4,3,"['1/3', '1/3', '1/2', '1']"
957,519,4,3,"['1/3', '1/3', '1/2', '1']"
958,519,4,3,"['1/3', '1/3', '1/2', '1']"
959,480,1,1,['1/2']
960,480,1,1,['1/2']
961,481,1,1,['1/2']
962,481,1,1,['1/2']
963,482,1,1,['1/2']
964,482,1,1,['1/2']
965,483,1,1,['1/2']
966,483,1,1,['1/2']
967,484,1,1,['1/2']
968,484,1,1,['1/2']
969,485,1,1,['1/2']
970,485,1,1,['1/2']
971,486,1,1,['1/2']
972,486,1,1,['1/2']
973,487,1,1,['1/2']
974,487,1,1,['1/2']
975,488,1,1,['1/2']
976,488,1,1,['1/2']
977,489,1,1,['1/2']
978,489,1,1,['1/2']
979,490,1,1,['1/2']
980,490,1,1,['1/2']
981,491,1,1,['1/2']
982,491,1,1,['1/2']
983,492,1,1,['1/2']
984,492,1,1,['1/2']
985,493,1,1,['1/2']
986,493,1,1,['1/2']
987,494,1,1,['1/2']
988,494,1,1,['1/2']
989,495,1,1,['1/2']
990,495,1,1,['1/2']
991,496,1,1,['1/2']
992,496,1,1,['1/2']
993,497,1,1,['1/2']
994,497,1,1,['1/2']
995,498,1,1,['1/2']
996,498,1,1,['1/2']
997,499,1,1,['1/2']
998,499,1,1,['1/2']
999,500,1,1,['1/2']
1000,500,1,1,['1/2']
1001,501,1,1,['1/2']
1002,501,1,1,['1/2']
1003,502,1,1,['1/2']
1004,502,1,1,['1/2']
1005,503,1,1,['1/2']
1006,503,1,1,['1/2']
1007,504,1,1,['1/2']
1008,504,1,1,['1/2']
1009,505,1,1,['1/2']
1010,505,1,1,['1/2']
1011,506,1,1,['1/2']
1012,506,1,1,['1/2']
1013,507,1,1,['1/2']
1014,507,1,1,['1/2']
1015,508,1,1,['1/2']
1016,508,1,1,['1/2']
1017,509,1,1,['1/2']
1018,509,1,1,['1/2']
1019,510,1,1,['1/2']
1020,510,1,1,['1/2']
1021,511,1,1,['1/2']
1022,511,1,1,['1/2']
1023,512,1,1,['1/2']
1024,512,1,1,['1/2']
1025,513,1,1,['1/2']
1026,513,1,1,['1/2']
1027,514,1,1,['1/2']
1028,514,1,1,['1/2']
1029,515,1,1,['1/2']
1030,515,1,1,['1/2']
1031,516,1,1,['1/2']
1032,516,1,1,['1/2']
1033,517,1,1,['1/2']
1034,517,1,1,['1/2']
1035,518,1,1,['1/2']
1036,518,1,1,['1/2']
1037,519,1,1,['1/2']
1038,519,1,1,['1/2']
1039,520,1,1,['1/2']
1040,520,1,1,['1/2']
1041,521,1,1,['1/2']
1042,521,1,1,['1/2']
1043,522,1,1,['1/2']
1044,522,1,1,['1/2']
1045,523,1,1,['1/2']
1046,523,1,1,['1/2']
1047,524,1,1,['1/2']
1048,524,1,1,['1/2']
1049,525,1,1,['1/2']
1050,525,1,1,['1/2']
1051,481,4,2,"['1/3', '1/2', '1/2', '1/2']"
1052,483,4,3,"['1/4', '1/4', '1/3', '1']"
1053,483,4,3,"['1/4', '1/4', '1/3', '1']"
1054,483,4,3,"['1/4', '1/4', '1/3', '1']"
1055,483,4,3,"['1/4', '1/4', '1/3', '1']"
1056,484,4,3,"['1/4', '1/4', '1/3', '1']"
1057,484,4,3,"['1/4', '1/4', '1/3', '1']"
1058,484,4,3,"['1/4', '1/4', '1/3', '1']"
1059,484,4,3,"['1/4', '1/4', '1/3', '1']"
1060,488,4,3,"['1/4', '1/4', '1/3', '1']"
1061,488,4,3,"['1/4', '1/4', '1/3', '1']"
1062,488,4,3,"['1/4', '1/4', '1/3', '1']"
1063,488,4,3,"['1/4', '1/4', '1/3', '1']"
1064,488,4,2,"['1/3', '1/2', '1/2', '1/2']"
1065,488,4,2,"['1/3', '1/2', '1/2', '1/2']"
1066,488,4,2,"['1/3', '1/2', '1/2', '1/2']"
1067,488,4,2,"['1/3', '1/2', '1/2', '1/2']"
1068,490,4,3,"['1/4', '1/4', '1/3', '1']"
1069,490,4,3,"['1/4', '1/4', '1/3', '1']"
1070,490,4,3,"['1/4', '1/4', '1/3', '1']"
1071,490,4,3,"['1/4', '1/4', '1/3', '1']"
1072,492,4,3,"['1/4', '1/4', '1/3', '1']"
1073,492,4,3,"['1/4', '1/4', '1/3', '1']"
1074,492,4,3,"['1/4', '1/4', '1/3', '1']"
1075,492,4,3,"['1/4', '1/4', '1/3', '1']"
1076,495,4,3,"['1/4', '1/4', '1/3', '1']"
1077,480,3,2,"['1/3', '1/2', '1/2']"
1078,480,3,2,"['1/3', '1/2', '1/2']"
1079,480,3,2,"['1/3', '1/2', '1/2']"
1080,480,3,2,"['1/3', '1/2', '1/2']"
1081,480,3,2,"['1/3', '1/2', '1/2']"
1082,480,3,2,"['1/3', '1/2', '1/2']"
1083,483,3,2,"['1/3', '1/2', '1/2']"
1084,483,3,2,"['1/3', '1/2', '1/2']"
1085,483,3,2,"['1/3', '1/2', '1/2']"
1086,483,3,2,"['1/3', '1/2', '1/2']"
1087,483,3,2,"['1/3', '1/2', '1/2']"
1088,483,3,2,"['1/3', '1/2', '1/2']"
1089,485,3,2,"['1/3', '1/2', '1/2']"
1090,485,3,2,"['1/3', '1/2', '1/2']"
1091,485,3,2,"['1/3', '1/2', '1/2']"
1092,486,3,2,"['1/3', '1/2', '1/2']"
1093,486,3,2,"['1/3', '1/2', '1/2']"
1094,486,3,2,"['1/3', '1/2', '1/2']"
1095,488,3,2,"['1/3', '1/2', '1/2']"
1096,488,3,2,"['1/3', '1/2', '1/2']"
1097,488,3,2,"['1/3', '1/2', '1/2']"
1098,488,3,2,"['1/3', '1/2', '1/2']"
1099,488,3,2,"['1/3', '1/2', '1/2']"
1100,488,3,2,"['1/3', '1/2', '1/2']"
1101,491,3,2,"['1/3', '1/2', '1/2']"
1102,491,3,2,"['1/3', '1/2', '1/2']"
1103,491,3,2,"['1/3', '1/2', '1/2']"
1104,491,3,2,"['1/3', '1/2', '1/2']"
1105,491,3,2,"['1/3', '1/2', '1/2']"
1106,491,3,2,"['1/3', '1/2', '1/2']"
1107,493,3,2,"['1/3', '1/2', '1/2']"
1108,493,3,2,"['1/3', '1/2', '1/2']"
1109,493,3,2,"['1/3', '1/2', '1/2']"
1110,494,3,2,"['1/3', '1/2', '1/2']"
1111,494,3,2,"['1/3', '1/2', '1/2']"
1112,494,3,2,"['1/3', '1/2', '1/2']"
1113,496,3,2,"['1/3', '1/2', '1/2']"
1114,496,3,2,"['1/3', '1/2', '1/2']"
1115,496,3,2,"['1/3', '1/2', '1/2']"
1116,496,3,2,"['1/3', '1/2', '1/2']"
1117,496,3,2,"['1/3', '1/2', '1/2']"
1118,496,3,2,"['1/3', '1/2', '1/2']"
1119,499,3,2,"['1/3', '1/2', '1/2']"
1120,499,3,2,"['1/3', '1/2', '1/2']"
1121,499,3,2,"['1/3', '1/2', '1/2']"
1122,499,3,2,"['1/3', '1/2', '1/2']"
1123,499,3,2,"['1/3', '1/2', '1/2']"
1124,499,3,2,"['1/3', '1/2', '1/2']"
1125,501,3,2,"['1/3', '1/2', '1/2']"
1126,501,3,2,"['1/3', '1/2', '1/2']"
1127,501,3,2,"['1/3', '1/2', '1/2']"
1128,502,3,2,"['1/3', '1/2', '1/2']"
1129,502,3,2,"['1/3', '1/2', '1/2']"
1130,502,3,2,"['1/3', '1/2', '1/2']"
1131,504,3,2,"['1/3', '1/2', '1/2']"
1132,504,3,2,"['1/3', '1/2', '1/2']"
1133,504,3,2,"['1/3', '1/2', '1/2']"
1134,504,3,2,"['1/3', '1/2', '1/2']"
1135,504,3,2,"['1/3', '1/2', '1/2']"
1136,504,3,2,"['1/3', '1/2', '1/2']"
1137,507,3,2,"['1/3', '1/2', '1/2']"
1138,507,3,2,"['1/3', '1/2', '1/2']"
1139,507,3,2,"['1/3', '1/2', '1/2']"
1140,507,3,2,"['1/3', '1/2', '1/2']"
1141,507,3,2,"['1/3', '1/2', '1/2']"
1142,507,3,2,"['1/3', '1/2', '1/2']"
1143,509,3,2,"['1/3', '1/2', '1/2']"
1144,509,3,2,"['1/3', '1/2', '1/2']"
1145,509,3,2,"['1/3', '1/2', '1/2']"
1146,510,3,2,"['1/3', '1/2', '1/2']"
1147,510,3,2,"['1/3', '1/2', '1/2']"
1148,510,3,2,"['1/3', '1/2', '1/2']"
1149,480,3,2,"['1/4', '1/2', '1/2']"
1150,480,2,2,"['1/3', '1/2']"
1151,480,2,2,"['1/3', '1/2']"
1152,480,2,2,"['1/3', '1/2']"
1153,480,2,2,"['1/3', '1/2']"
1154,482,2,2,"['1/3', '1/2']"
1155,482,2,2,"['1/3', '1/2']"
1156,482,2,2,"['1/3', '1/2']"
1157,482,2,2,"['1/3', '1/2']"
1158,483,2,2,"['1/3', '1/2']"
1159,483,2,2,"['1/3', '1/2']"
1160,484,2,2,"['1/3', '1/2']"
1161,484,2,2,"['1/3', '1/2']"
1162,485,2,2,"['1/3', '1/2']"
1163,485,2,2,"['1/3', '1/2']"
1164,485,2,2,"['1/3', '1/2']"
1165,485,2,2,"['1/3', '1/2']"
1166,487,2,2,"['1/3', '1/2']"
1167,487,2,2,"['1/3', '1/2']"
1168,487,2,2,"['1/3', '1/2']"
1169,487,2,2,"['1/3', '1/2']"
1170,488,2,2,"['1/3', '1/2']"
1171,488,2,2,"['1/3', '1/2']"
1172,489,2,2,"['1/3', '1/2']"
1173,489,2,2,"['1/3', '1/2']"
1174,490,2,2,"['1/3', '1/2']"
1175,490,2,2,"['1/3', '1/2']"
1176,490,2,2,"['1/3', '1/2']"
1177,490,2,2,"['1/3', '1/2']"
1178,492,2,2,"['1/3', '1/2']"
1179,492,2,2,"['1/3', '1/2']"
1180,492,2,2,"['1/3', '1/2']"
1181,492,2,2,"['1/3', '1/2']"
1182,493,2,2,"['1/3', '1/2']"
1183,493,2,2,"['1/3', '1/2']"
1184,494,2,2,"['1/3', '1/2']"
1185,494,2,2,"['1/3', '1/2']"
1186,495,2,2,"['1/3', '1/2']"
1187,495,2,2,"['1/3', '1/2']"
1188,495,2,2,"['1/3', '1/2']"
1189,495,2,2,"['1/3', '1/2']"
1190,497,2,2,"['1/3', '1/2']"
1191,497,2,2,"['1/3', '1/2']"
1192,497,2,2,"['1/3', '1/2']"
1193,497,2,2,"['1/3', '1/2']"
1194,498,2,2,"['1/3', '1/2']"
1195,498,2,2,"['1/3', '1/2']"
1196,499,2,2,"['1/3', '1/2']"
1197,499,2,2,"['1/3', '1/2']"
1198,500,2,2,"['1/3', '1/2']"
1199,500,2,2,"['1/3', '1/2']"
1200,500,2,2,"['1/3', '1/2']"
1201,500,2,2,"['1/3', '1/2']"
1202,502,2,2,"['1/3', '1/2']"
1203,502,2,2,"['1/3', '1/2']"
1204,502,2,2,"['1/3', '1/2']"
1205,502,2,2,"['1/3', '1/2']"
1206,503,2,2,"['1/3', '1/2']"
1207,503,2,2,"['1/3', '1/2']"
1208,504,2,2,"['1/3', '1/2']"
1209,504,2,2,"['1/3', '1/2']"
1210,505,2,2,"['1/3', '1/2']"
1211,505,2,2,"['1/3', '1/2']"
1212,505,2,2,"['1/3', '1/2']"
1213,505,2,2,"['1/3', '1/2']"
1214,507,2,2,"['1/3', '1/2']"
1215,507,2,2,"['1/3', '1/2']"
1216,507,2,2,"['1/3', '1/2']"
1217,507,2,2,"['1/3', '1/2']"
1218,508,2,2,"['1/3', '1/2']"
1219,508,2,2,"['1/3', '1/2']"
1220,509,2,2,"['1/3', '1/2']"
1221,509,2,2,"['1/3', '1/2']"
1222,510,2,2,"['1/3', '1/2']"
1223,510,2,2,"['1/3', '1/2']"
1224,510,2,2,"['1/3', '1/2']"
1225,510,2,2,"['1/3', '1/2']"
1226,512,2,2,"['1/3', '1/2']"
1227,512,2,2,"['1/3', '1/2']"
1228,512,2,2,"['1/3', '1/2']"
1229,512,2,2,"['1/3', '1/2']"
1230,513,2,2,"['1/3', '1/2']"
1231,513,2,2,"['1/3', '1/2']"
1232,514,2,2,"['1/3', '1/2']"
1233,514,2,2,"['1/3', '1/2']"
1234,515,2,2,"['1/3', '1/2']"
1235,515,2,2,"['1/3', '1/2']"
1236,515,2,2,"['1/3', '1/2']"
1237,515,2,2,"['1/3', '1/2']"
1238,517,2,2,"['1/3', '1/2']"
1239,517,2,2,"['1/3', '1/2']"
1240,517,2,2,"['1/3', '1/2']"
1241,517,2,2,"['1/3', '1/2']"
1242,518,2,2,"['1/3', '1/2']"
1243,518,2,2,"['1/3', '1/2']"
1244,519,2,2,"['1/3', '1/2']"
1245,519,2,2,"['1/3', '1/2']"
1246,520,2,2,"['1/3', '1/2']"
1247,520,2,2,"['1/3', '1/2']"
1248,520,2,2,"['1/3', '1/2']"
1249,520,2,2,"['1/3', '1/2']"
1250,522,2,2,"['1/3', '1/2']"
1251,522,2,2,"['1/3', '1/2']"
1252,522,2,2,"['1/3', '1/2']"
1253,522,2,2,"['1/3', '1/2']"
1254,523,2,2,"['1/3', '1/2']"
1255,523,2,2,"['1/3', '1/2']"
1256,524,2,2,"['1/3', '1/2']"
1257,524,2,2,"['1/3', '1/2']"
1258,525,2,2,"['1/3', '1/2']"
1259,525,2,2,"['1/3', '1/2']"
1260,525,2,2,"['1/3', '1/2']"
1261,525,2,2,"['1/3', '1/2']"
1262,490,3,2,"['1/3', '1/3', '1/2']"
1263,493,3,2,"['1/3', '1/3', '1/2']"
1264,493,3,2,"['1/3', '1/3', '1/2']"
1265,493,3,2,"['1/3', '1/3', '1/2']"
1266,493,3,2,"['1/3', '1/3', '1/2']"
1267,493,3,2,"['1/3', '1/3', '1/2']"
1268,493,3,2,"['1/3', '1/3', '1/2']"
1269,494,3,2,"['1/3', '1/3', '1/2']"
1270,494,3,2,"['1/3', '1/3', '1/2']"
1271,494,3,2,"['1/3', '1/3', '1/2']"
1272,496,3,2,"['1/3', '1/3', '1/2']"
1273,496,3,2,"['1/3', '1/3', '1/2']"
1274,496,3,2,"['1/3', '1/3', '1/2']"
1275,497,3,2,"['1/3', '1/3', '1/2']"
1276,497,3,2,"['1/3', '1/3', '1/2']"
1277,497,3,2,"['1/3', '1/3', '1/2']"
1278,480,2,2,"['1/4', '1/2']"
1279,480,2,2,"['1/4', '1/2']"
1280,480,2,2,"['1/4', '1/2']"
1281,480,2,2,"['1/4', '1/2']"
1282,482,2,2,"['1/4', '1/2']"
1283,482,2,2,"['1/4', '1/2']"
1284,482,2,2,"['1/4', '1/2']"
1285,482,2,2,"['1/4', '1/2']"
1286,483,2,2,"['1/4', '1/2']"
1287,483,2,2,"['1/4', '1/2']"
1288,483,2,2,"['1/4', '1/2']"
1289,483,2,2,"['1/4', '1/2']"
1290,485,2,2,"['1/4', '1/2']"
1291,485,2,2,"['1/4', '1/2']"
1292,485,2,2,"['1/4', '1/2']"
1293,485,2,2,"['1/4', '1/2']"
1294,486,2,2,"['1/4', '1/2']"
1295,486,2,2,"['1/4', '1/2']"
1296,486,2,2,"['1/4', '1/2']"
1297,486,2,2,"['1/4', '1/2']"
1298,488,2,2,"['1/4', '1/2']"
1299,488,2,2,"['1/4', '1/2']"
1300,488,2,2,"['1/4', '1/2']"
1301,488,2,2,"['1/4', '1/2']"
1302,489,2,2,"['1/4', '1/2']"
1303,489,2,2,"['1/4', '1/2']"
1304,489,2,2,"['1/4', '1/2']"
1305,489,2,2,"['1/4', '1/2']"
1306,491,2,2,"['1/4', '1/2']"
1307,491,2,2,"['1/4', '1/2']"
1308,491,2,2,"['1/4', '1/2']"
1309,491,2,2,"['1/4', '1/2']"
1310,492,2,2,"['1/4', '1/2']"
1311,492,2,2,"['1/4', '1/2']"
1312,492,2,2,"['1/4', '1/2']"
1313,492,2,2,"['1/4', '1/2']"
1314,494,2,2,"['1/4', '1/2']"
1315,494,2,2,"['1/4', '1/2']"
1316,494,2,2,"['1/4', '1/2']"
1317,494,2,2,"['1/4', '1/2']"
1318,495,2,2,"['1/4', '1/2']"
1319,495,2,2,"['1/4', '1/2']"
1320,495,2,2,"['1/4', '1/2']"
1321,495,2,2,"['1/4', '1/2']"
1322,497,2,2,"['1/4', '1/2']"
1323,497,2,2,"['1/4', '1/2']"
1324,497,2,2,"['1/4', '1/2']"
1325,497,2,2,"['1/4', '1/2']"
1326,498,2,2,"['1/4', '1/2']"
1327,498,2,2,"['1/4', '1/2']"
1328,498,2,2,"['1/4', '1/2']"
1329,498,2,2,"['1/4', '1/2']"
1330,500,2,2,"['1/4', '1/2']"
1331,500,2,2,"['1/4', '1/2']"
1332,500,2,2,"['1/4', '1/2']"
1333,500,2,2,"['1/4', '1/2']"
1334,501,2,2,"['1/4', '1/2']"
1335,501,2,2,"['1/4', '1/2']"
1336,501,2,2,"['1/4', '1/2']"
1337,501,2,2,"['1/4', '1/2']"
1338,503,2,2,"['1/4', '1/2']"
1339,503,2,2,"['1/4', '1/2']"
1340,503,2,2,"['1/4', '1/2']"
1341,503,2,2,"['1/4', '1/2']"
1342,504,2,2,"['1/4', '1/2']"
1343,504,2,2,"['1/4', '1/2']"
1344,504,2,2,"['1/4', '1/2']"
1345,504,2,2,"['1/4', '1/2']"
1346,506,2,2,"['1/4', '1/2']"
1347,506,2,2,"['1/4', '1/2']"
1348,506,2,2,"['1/4', '1/2']"
1349,506,2,2,"['1/4', '1/2']"
1350,507,2,2,"['1/4', '1/2']"
1351,507,2,2,"['1/4', '1/2']"
1352,507,2,2,"['1/4', '1/2']"
1353,507,2,2,"['1/4', '1/2']"
1354,509,2,2,"['1/4', '1/2']"
1355,509,2,2,"['1/4', '1/2']"
1356,509,2,2,"['1/4', '1/2']"
1357,509,2,2,"['1/4', '1/2']"
1358,510,2,2,"['1/4', '1/2']"
1359,510,2,2,"['1/4', '1/2']"
1360,510,2,2,"['1/4', '1/2']"
1361,510,2,2,"['1/4', '1/2']"
1362,512,2,2,"['1/4', '1/2']"
1363,512,2,2,"['1/4', '1/2']"
1364,512,2,2,"['1/4', '1/2']"
1365,512,2,2,"['1/4', '1/2']"
1366,513,2,2,"['1/4', '1/2']"
1367,513,2,2,"['1/4', '1/2']"
1368,513,2,2,"['1/4', '1/2']"
1369,513,2,2,"['1/4', '1/2']"
1370,515,2,2,"['1/4', '1/2']"
1371,515,2,2,"['1/4', '1/2']"
1372,515,2,2,"['1/4', '1/2']"
1373,515,2,2,"['1/4', '1/2']"
1374,516,2,2,"['1/4', '1/2']"
1375,516,2,2,"['1/4', '1/2']"
1376,516,2,2,"['1/4', '1/2']"
1377,516,2,2,"['1/4', '1/2']"
1378,518,2,2,"['1/4', '1/2']"
1379,518,2,2,"['1/4', '1/2']"
1380,518,2,2,"['1/4', '1/2']"
1381,518,2,2,"['1/4', '1/2']"
1382,519,2,2,"['1/4', '1/2']"
1383,519,2,2,"['1/4', '1/2']"
1384,519,2,2,"['1/4', '1/2']"
1385,519,2,2,"['1/4', '1/2']"
1386,521,2,2,"['1/4', '1/2']"
1387,521,2,2,"['1/4', '1/2']"
1388,521,2,2,"['1/4', '1/2']"
1389,521,2,2,"['1/4', '1/2']"
1390,522,2,2,"['1/4', '1/2']"
1391,522,2,2,"['1/4', '1/2']"
1392,522,2,2,"['1/4', '1/2']"
1393,522,2,2,"['1/4', '1/2']"
1394,524,2,2,"['1/4', '1/2']"
1395,524,2,2,"['1/4', '1/2']"
1396,524,2,2,"['1/4', '1/2']"
1397,524,2,2,"['1/4', '1/2']"
1398,525,2,2,"['1/4', '1/2']"
1399,525,2,2,"['1/4', '1/2']"
1400,525,2,2,"['1/4', '1/2']"
1401,525,2,2,"['1/4', '1/2']"
1402,507,3,3,"['1/4', '1/3', '1/2']"
1403,507,3,3,"['1/4', '1/3', '1/2']"
1404,507,3,3,"['1/4', '1/3', '1/2']"
1405,507,3,3,"['1/4', '1/3', '1/2']"
1406,507,3,3,"['1/4', '1/3', '1/2']"
1407,510,3,3,"['1/4', '1/3', '1/2']"
1408,510,3,3,"['1/4', '1/3', '1/2']"
1409,510,3,3,"['1/4', '1/3', '1/2']"
1410,510,3,3,"['1/4', '1/3', '1/2']"
1411,510,3,3,"['1/4', '1/3', '1/2']"
1412,510,3,3,"['1/4', '1/3', '1/2']"
1413,511,3,3,"['1/4', '1/3', '1/2']"
1414,511,3,3,"['1/4', '1/3', '1/2']"
1415,511,3,3,"['1/4', '1/3', '1/2']"
1416,512,3,3,"['1/4', '1/3', '1/2']"
1417,512,3,3,"['1/4', '1/3', '1/2']"
1418,512,3,3,"['1/4', '1/3', '1/2']"
1419,514,3,3,"['1/4', '1/3', '1/2']"
1420,514,3,3,"['1/4', '1/3', '1/2']"
1421,514,3,3,"['1/4', '1/3', '1/2']"
1422,514,3,3,"['1/4', '1/3', '1/2']"
1423,514,3,3,"['1/4', '1/3', '1/2']"
1424,514,3,3,"['1/4', '1/3', '1/2']"
1425,516,3,3,"['1/4', '1/3', '1/2']"
1426,516,3,3,"['1/4', '1/3', '1/2']"
1427,516,3,3,"['1/4', '1/3', '1/2']"
1428,516,3,3,"['1/4', '1/3', '1/2']"
1429,516,3,3,"['1/4', '1/3', '1/2']"
1430,516,3,3,"['1/4', '1/3', '1/2']"
1431,518,3,3,"['1/4', '1/3', '1/2']"
1432,518,3,3,"['1/4', '1/3', '1/2']"
1433,518,3,3,"['1/4', '1/3', '1/2']"
1434,519,3,3,"['1/4', '1/3', '1/2']"
1435,519,3,3,"['1/4', '1/3', '1/2']"
1436,519,3,3,"['1/4', '1/3', '1/2']"
1437,480,3,2,"['1/4', '1/4', '1/2']"
1438,480,1,1,['1/3']
1439,480,1,1,['1/3']
1440,480,1,1,['1/3']
1441,481,1,1,['1/3']
1442,481,1,1,['1/3']
1443,481,1,1,['1/3']
1444,482,1,1,['1/3']
1445,482,1,1,['1/3']
1446,482,1,1,['1/3']
1447,483,1,1,['1/3']
1448,483,1,1,['1/3']
1449,483,1,1,['1/3']
1450,484,1,1,['1/3']
1451,484,1,1,['1/3']
1452,484,1,1,['1/3']
1453,485,1,1,['1/3']
1454,485,1,1,['1/3']
1455,485,1,1,['1/3']
1456,486,1,1,['1/3']
1457,486,1,1,['1/3']
1458,486,1,1,['1/3']
1459,487,1,1,['1/3']
1460,487,1,1,['1/3']
1461,487,1,1,['1/3']
1462,488,1,1,['1/3']
1463,488,1,1,['1/3']
1464,488,1,1,['1/3']
1465,489,1,1,['1/3']
1466,489,1,1,['1/3']
1467,489,1,1,['1/3']
1468,490,1,1,['1/3']
1469,490,1,1,['1/3']
1470,490,1,1,['1/3']
1471,491,1,1,['1/3']
1472,491,1,1,['1/3']
1473,491,1,1,['1/3']
1474,492,1,1,['1/3']
1475,492,1,1,['1/3']
1476,492,1,1,['1/3']
1477,493,1,1,['1/3']
